Zone,Family,Member,Link,Collected
Revendreth,Stone Hound,Doom,https://www.wow-petopia.com/npc.php?id=164198, N
Revendreth,Stone Hound,Grenich,https://www.wow-petopia.com/npc.php?id=160401, N
Revendreth,Stone Hound,Grond,https://www.wow-petopia.com/npc.php?id=160402, N
Revendreth,Stone Hound,Hopecrusher,https://www.wow-petopia.com/npc.php?id=166679, N
Revendreth,Stone Hound,Justice,https://www.wow-petopia.com/npc.php?id=164197, N
Revendreth,Stone Hound,Rockbreaker,https://www.wow-petopia.com/npc.php?id=159441, N
Revendreth,Spider,Tomb Burster,https://www.wow-petopia.com/npc.php?id=155779, N
Blackrock Foundry (Raid),Chimaera,Dreadwing,https://www.wow-petopia.com/npc.php?id=76874, N
Blackrock Foundry (Raid),Clefthoof,Faultline,https://www.wow-petopia.com/npc.php?id=76946, N
Blackrock Foundry (Raid),Mammoth,Ironcrusher,https://www.wow-petopia.com/npc.php?id=76945, N
Teldrassil,Cat,Duskstalker,https://www.wow-petopia.com/npc.php?id=14430, N
Teldrassil,Spider,Githyiss the Vile,https://www.wow-petopia.com/npc.php?id=1994, N
Teldrassil,Spider,Lady Sathrah,https://www.wow-petopia.com/npc.php?id=7319, N
Isle of Dorn,Serpent,Emperor Pitfang,https://www.wow-petopia.com/npc.php?id=219265, N
Isle of Dorn,Stag,Plaguehart,https://www.wow-petopia.com/npc.php?id=219267, N
Isle of Dorn,Stag,Warphorn,https://www.wow-petopia.com/npc.php?id=219263, N
Isle of Dorn,Blood Beast,Twice-Stinger the Wretched,https://www.wow-petopia.com/npc.php?id=219271, N
Razorfen Kraul (Dungeon),Hopper,Enormous Bullfrog,https://www.wow-petopia.com/npc.php?id=75590, N
Torghast, Tower of the Damned (Dungeon),Moth,Faeleaf Shimmerwing,https://www.wow-petopia.com/npc.php?id=155483, N
Torghast, Tower of the Damned (Dungeon),Carapid,Gorm Behemoth,https://www.wow-petopia.com/npc.php?id=169823, N
Torghast, Tower of the Damned (Dungeon),Wasp,Invasive Decayfly,https://www.wow-petopia.com/npc.php?id=173114, N
Torghast, Tower of the Damned (Dungeon),Stone Hound,Stoneward Trampler,https://www.wow-petopia.com/npc.php?id=159323, N
Temple of Ahn'Qiraj (Raid),Aqiri,Fankriss the Unyielding,https://www.wow-petopia.com/npc.php?id=15510, N
Temple of Ahn'Qiraj (Raid),Aqiri,Lord Kri,https://www.wow-petopia.com/npc.php?id=15511, N
Temple of Ahn'Qiraj (Raid),Aqiri,Princess Yauj,https://www.wow-petopia.com/npc.php?id=15543, N
Temple of Ahn'Qiraj (Raid),Aqiri,Vem,https://www.wow-petopia.com/npc.php?id=15544, N
Temple of Ahn'Qiraj (Raid),Wasp,Princess Huhuran,https://www.wow-petopia.com/npc.php?id=15509, N
Shadowmoon Valley - Outland,Lizard,Felspine the Greater,https://www.wow-petopia.com/npc.php?id=21897, N
Shadowmoon Valley - Outland,Core Hound,Uvuros,https://www.wow-petopia.com/npc.php?id=21102, N
Hellfire Peninsula,Wolf,Feng,https://www.wow-petopia.com/npc.php?id=19459, N
Hellfire Peninsula,Wolf,Ripp,https://www.wow-petopia.com/npc.php?id=19458, N
Helheim,Hound,Fenri,https://www.wow-petopia.com/npc.php?id=92040, N
Helheim,Hound,Guarm,https://www.wow-petopia.com/npc.php?id=91386, N
Halls of Valor (Dungeon),Wolf,Fenryr,https://www.wow-petopia.com/npc.php?id=119990, N
Uldir (Raid),Hydra,Fetid Devourer,https://www.wow-petopia.com/npc.php?id=133298, N
Zul'Gurub (Dungeon),Wasp,Florawing Hive Queen,https://www.wow-petopia.com/npc.php?id=52442, N
Zul'Gurub (Dungeon),Hydra,Lost Offspring of Gahz'ranka,https://www.wow-petopia.com/npc.php?id=52418, N
Zul'Gurub (Dungeon),Raptor,Ohgan,https://www.wow-petopia.com/npc.php?id=52157, N
The Maw,Hound,Frekki,https://www.wow-petopia.com/npc.php?id=177441, N
The Maw,Hound,Hrodvetni,https://www.wow-petopia.com/npc.php?id=177442, N
The Maw,Hound,Vanargun,https://www.wow-petopia.com/npc.php?id=177445, N
The Maw,Hound,Vargir,https://www.wow-petopia.com/npc.php?id=177443, N
The Maw,Hound,Warren Mongrel,https://www.wow-petopia.com/npc.php?id=165973, N
The Maw,Hound,Yiva,https://www.wow-petopia.com/npc.php?id=177444, N
The Maw,Rodent,Skittering Broodmother,https://www.wow-petopia.com/npc.php?id=172524, N
Zul'Farrak (Dungeon),Hydra,Gahz'rilla,https://www.wow-petopia.com/npc.php?id=7273, N
The Hinterlands,Turtle,Gammerita,https://www.wow-petopia.com/npc.php?id=7977, N
The Hinterlands,Turtle,Ironback,https://www.wow-petopia.com/npc.php?id=8213, N
The Hinterlands,Feathermane,Jetwing,https://www.wow-petopia.com/npc.php?id=16872, N
The Hinterlands,Bear,Ol' Muddle,https://www.wow-petopia.com/npc.php?id=107617, N
The Hinterlands,Wolf,Old Cliff Jumper,https://www.wow-petopia.com/npc.php?id=8211, N
The Hinterlands,Spider,Shadra,https://www.wow-petopia.com/npc.php?id=43007, N
Talador,Hydra,Gennadian,https://www.wow-petopia.com/npc.php?id=80471, Y
Talador,Warp Stalker,Gezz'ran,https://www.wow-petopia.com/npc.php?id=87086, N
Talador,Moth,Glimmerwing,https://www.wow-petopia.com/npc.php?id=77719, N
Talador,Riverbeast,Hammertooth,https://www.wow-petopia.com/npc.php?id=77715, N
Talador,Riverbeast,Hilaani,https://www.wow-petopia.com/npc.php?id=77431, Y
Talador,Carrion Bird,Hen-Mother Hami,https://www.wow-petopia.com/npc.php?id=77626, Y
Talador,Carrion Bird,Kil'uun,https://www.wow-petopia.com/npc.php?id=77430, Y
Talador,Spider,Klikixx,https://www.wow-petopia.com/npc.php?id=78872, Y
Talador,Spider,Taladorantula,https://www.wow-petopia.com/npc.php?id=77634, Y
Talador,Water Strider, No'losh,https://www.wow-petopia.com/npc.php?id=79334, Y
Talador,Cat,Ra'kahn,https://www.wow-petopia.com/npc.php?id=77741, Y
Talador,Cat,Sher'khaan,https://www.wow-petopia.com/npc.php?id=76687, N
Talador,Mammoth,Steeltusk,https://www.wow-petopia.com/npc.php?id=86549, Y
Blackfathom Deeps (Dungeon),Turtle,Ghamoo-Ra,https://www.wow-petopia.com/npc.php?id=74446, N
Blackfathom Deeps (Dungeon),Turtle,Pahboo-Ra,https://www.wow-petopia.com/npc.php?id=76954, N
Blackfathom Deeps (Dungeon),Crab,Guardian of the Deep,https://www.wow-petopia.com/npc.php?id=74508, N
The Underbog (Dungeon),Hydra,Ghaz'an,https://www.wow-petopia.com/npc.php?id=18105, N
The Underbog (Dungeon),Water Strider,The Black Stalker,https://www.wow-petopia.com/npc.php?id=17882, N
Abyssal Depths,Spirit Beast,Ghostcrawler,https://www.wow-petopia.com/npc.php?id=50051, N
Isle of Thunder,Turtle,Goda,https://www.wow-petopia.com/npc.php?id=69998, N
Isle of Thunder,Devilsaur,Kroshik,https://www.wow-petopia.com/npc.php?id=69218, N
Isle of Thunder,Lesser Dragonkin, Nalak,https://www.wow-petopia.com/npc.php?id=69099, N
Orgrimmar,Spirit Beast,Gon,https://www.wow-petopia.com/npc.php?id=121571, N
Zul'Drak,Spirit Beast,Gondria,https://www.wow-petopia.com/npc.php?id=33776, N
Zul'Drak,Spider,Terror Spinner,https://www.wow-petopia.com/npc.php?id=32475, N
Ashenvale,Tallstrider,Goodie,https://www.wow-petopia.com/npc.php?id=24740, N
Ashenvale,Wolf,Mist Howler,https://www.wow-petopia.com/npc.php?id=10644, N
Ashenvale,Feathermane,Sharptalon,https://www.wow-petopia.com/npc.php?id=12676, N
Ashenvale,Bear,Ursol'lok,https://www.wow-petopia.com/npc.php?id=12037, N
Ashenvale,Hydra,Vorsha the Lasher,https://www.wow-petopia.com/npc.php?id=12940, N
The Ringing Deeps,Carapid,Grimlurk,https://www.wow-petopia.com/npc.php?id=223091, N
The Ringing Deeps,Hopper,King Splash,https://www.wow-petopia.com/npc.php?id=220275, N
The Ringing Deeps,Spider,Queen Rickiticka,https://www.wow-petopia.com/npc.php?id=215772, N
The Ringing Deeps,Bat,The Ringing Death,https://www.wow-petopia.com/npc.php?id=214162, N
Battle of Dazar'alor (Raid),Gorilla,Grong,https://www.wow-petopia.com/npc.php?id=148117, N
Battle of Dazar'alor (Raid),Gorilla,Grong the Revenant,https://www.wow-petopia.com/npc.php?id=144638, N
Crypt of Forgotten Kings (Scenario),Stone Hound,Guardian of Sacrifice,https://www.wow-petopia.com/npc.php?id=71491, N
The Wandering Isle,Stone Hound,Guardian of the Elders,https://www.wow-petopia.com/npc.php?id=56274, N
The Wandering Isle,Lesser Dragonkin,Zhao-Ren,https://www.wow-petopia.com/npc.php?id=55874, N
Trial of Valor (Raid),Hound,Guarm,https://www.wow-petopia.com/npc.php?id=114323, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151133, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151144, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151145, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151147, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151148, N
The Storm Peaks,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151149, N
The Storm Peaks,Spirit Beast,Skoll,https://www.wow-petopia.com/npc.php?id=35189, N
The Storm Peaks,Wolf,Oloh,https://www.wow-petopia.com/npc.php?id=30456, N
Ulduar,Spirit Beast,Hati,https://www.wow-petopia.com/npc.php?id=151096, N
Townlong Steppes,Lesser Dragonkin,Hei Feng,https://www.wow-petopia.com/npc.php?id=63920, N
Townlong Steppes,Shale Beast, Norvakess,https://www.wow-petopia.com/npc.php?id=62324, N
Townlong Steppes,Basilisk,Rockhide the Immovable,https://www.wow-petopia.com/npc.php?id=51013, N
Karazhan (Raid),Spider,Hyakiss the Lurker,https://www.wow-petopia.com/npc.php?id=16179, N
Karazhan (Raid),Hound,Rokad the Ravager,https://www.wow-petopia.com/npc.php?id=16181, N
Karazhan (Raid),Bat,Shadikith the Glider,https://www.wow-petopia.com/npc.php?id=16180, N
Amirdrassil (Dragon Isles Zone),Feathermane,Hyjal Stagbeak,https://www.wow-petopia.com/npc.php?id=216706, N
The Cape of Stranglethorn,Basilisk,Ironjaw Behemoth,https://www.wow-petopia.com/npc.php?id=44113, N
The Cape of Stranglethorn,Basilisk,Scale Belly,https://www.wow-petopia.com/npc.php?id=1552, N
The Cape of Stranglethorn,Gorilla,King Mukla,https://www.wow-petopia.com/npc.php?id=1559, N
The Cape of Stranglethorn,Gorilla,Konda,https://www.wow-petopia.com/npc.php?id=1516, N
The Cape of Stranglethorn,Gorilla,Kurmokk,https://www.wow-petopia.com/npc.php?id=14491, N
Operation: Mechagon (Dungeon),Mechanical,K.U.-J.0.,https://www.wow-petopia.com/npc.php?id=144246, N
Exile's Reach,Bear,Killclaw the Terrible,https://www.wow-petopia.com/npc.php?id=153266, N
Drak'Tharon Keep (Dungeon),Devilsaur,King Dred,https://www.wow-petopia.com/npc.php?id=27483, N
Siege of Orgrimmar (Raid),Aqiri,Kovok,https://www.wow-petopia.com/npc.php?id=72927, N
Siege of Orgrimmar (Raid),Devilsaur,Thok the Bloodthirsty,https://www.wow-petopia.com/npc.php?id=71529, N
Wailing Caverns (Dungeon),Turtle,Kresh,https://www.wow-petopia.com/npc.php?id=3653, N
Wailing Caverns (Dungeon),Hydra,Trigore the Lasher,https://www.wow-petopia.com/npc.php?id=3652, N
Eye of Azshara (Non-Instanced),Feathermane,Kveldulfnir,https://www.wow-petopia.com/npc.php?id=121625, N
Eye of Azshara (Non-Instanced),Feathermane,Mavarnir,https://www.wow-petopia.com/npc.php?id=121624, N
Eye of Azshara (Non-Instanced),Feathermane,Varoudnir,https://www.wow-petopia.com/npc.php?id=121623, N
Duskwood,Spirit Beast,Lightning Paw,https://www.wow-petopia.com/npc.php?id=118244, N
Duskwood,Wolf,Lupos,https://www.wow-petopia.com/npc.php?id=521, N
Duskwood,Spider, Naraxis,https://www.wow-petopia.com/npc.php?id=574, N
Molten Core (Raid),Core Hound,Magmadar,https://www.wow-petopia.com/npc.php?id=11982, N
Netherstorm,Hydra,Markaru,https://www.wow-petopia.com/npc.php?id=20775, N
Netherstorm,Chimaera, Nuramoc,https://www.wow-petopia.com/npc.php?id=20932, N
Netherstorm,Basilisk,Porfus the Gem Gorger,https://www.wow-petopia.com/npc.php?id=20783, N
Netherstorm,Devilsaur,Tyrantus,https://www.wow-petopia.com/npc.php?id=20931, N
Temple of Sethraliss (Dungeon),Serpent,Merektha,https://www.wow-petopia.com/npc.php?id=133384, N
The Fall of Shan Bu (Isle of Thunder) (Scenario),Lesser Dragonkin, Nalak,https://www.wow-petopia.com/npc.php?id=69562, N
Krokuun,Cat, Naroua,https://www.wow-petopia.com/npc.php?id=126419, N
The Emerald Nightmare (Raid),Spider, Nightmother,https://www.wow-petopia.com/npc.php?id=111980, N
Korthia,Scalehide, Nyemi,https://www.wow-petopia.com/npc.php?id=177334, N
Korthia,Hopper,Zelnithop,https://www.wow-petopia.com/npc.php?id=177336, N
The Deadmines (Dungeon),Bird of Prey,Ol' Beaky,https://www.wow-petopia.com/npc.php?id=48451, N
Maw of Souls (Dungeon),Bird of Prey,Plaguemaw,https://www.wow-petopia.com/npc.php?id=103045, N
Maw of Souls (Dungeon),Hound,Shroudseeker,https://www.wow-petopia.com/npc.php?id=103605, N
Icecrown Citadel (Raid),Hound,Precious,https://www.wow-petopia.com/npc.php?id=37217, N
Icecrown Citadel (Raid),Hound,Stinky,https://www.wow-petopia.com/npc.php?id=37025, N
Feralas; Silithus,Chimaera,Prince Lakma,https://www.wow-petopia.com/npc.php?id=54533, N
Firelands (Raid),Hound,Rageface,https://www.wow-petopia.com/npc.php?id=53695, N
Firelands (Raid),Hound,Riplimb,https://www.wow-petopia.com/npc.php?id=53694, N
Gate of the Setting Sun (Dungeon),Aqiri,Raigonn,https://www.wow-petopia.com/npc.php?id=56877, N
Kings' Rest (Dungeon),Raptor,Reban,https://www.wow-petopia.com/npc.php?id=136984, N
Kings' Rest (Dungeon),Raptor,T'zala,https://www.wow-petopia.com/npc.php?id=136976, N
Kings' Rest (Dungeon),Wind Serpent,The Golden Serpent,https://www.wow-petopia.com/npc.php?id=135322, N
Blade's Edge Mountains,Wolf,Rema,https://www.wow-petopia.com/npc.php?id=21956, N
Maraudon (Dungeon),Crocolisk,Rotgrip,https://www.wow-petopia.com/npc.php?id=13596, N
Skyreach (Dungeon),Bird of Prey,Rukhran,https://www.wow-petopia.com/npc.php?id=76143, N
Gilneas,Spider,Rygna,https://www.wow-petopia.com/npc.php?id=37045, N
Mac'Aree,Cat,Sabuul,https://www.wow-petopia.com/npc.php?id=126898, N
Mac'Aree,Warp Stalker,Umbraliss,https://www.wow-petopia.com/npc.php?id=126885, N
The Waking Shores,Crab,Scavenging Hullripper,https://www.wow-petopia.com/npc.php?id=193596, N
The Waking Shores,Carapid,Slurpo, the Incredible Snail,https://www.wow-petopia.com/npc.php?id=193175, N
Stormwind City,Crocolisk,Sewer Beast,https://www.wow-petopia.com/npc.php?id=3581, N
Vision of Stormwind (Scenario),Warp Stalker,Sewer Beastling,https://www.wow-petopia.com/npc.php?id=160341, N
The MOTHERLODE!! (Dungeon),Shale Beast,Shalebiter,https://www.wow-petopia.com/npc.php?id=134005, N
The Nighthold (Raid),Scorpid,Skorpyron,https://www.wow-petopia.com/npc.php?id=102263, N
Thaldraszus,Feathermane,Skyfeather Matriarch,https://www.wow-petopia.com/npc.php?id=199555, N
Broken Shore,Courser,Somber Dawn,https://www.wow-petopia.com/npc.php?id=121112, N
Tol Barad,Core Hound,Svarnos,https://www.wow-petopia.com/npc.php?id=47544, N
Tol Dagor (Dungeon),Carapid,The Sand Queen,https://www.wow-petopia.com/npc.php?id=127479, N
Siren Isle,Boar,Tracking Stonesniffer,https://www.wow-petopia.com/npc.php?id=230141, N
Zaralek Cavern,Rodent,Treasurewhiskers,https://www.wow-petopia.com/npc.php?id=205001, N
Blackrock Depths (Dungeon),Hound,Verek,https://www.wow-petopia.com/npc.php?id=9042, N
Westfall,Carrion Bird,Vultros,https://www.wow-petopia.com/npc.php?id=462, N
